No,Ionizable lipid,Helper lipid,Cholesterol,PEG,Additional component,,Organ,,Ionizable lipid(S),Helper lipid(S),Cholesterol(S),PEG(S),Additional component(S),,,,Ionizable lipid(M),Helper lipid(M),Cholesterol(M),PEG(M),Additional component(M)
49,10A1P4,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCC[N+](CCCCCCCCCC)CCOP(=O)([O-])OCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
50,10A1P5,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCC[N+](CCCCCCCCCC)CCOP(=O)([O-])OCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
51,10A1P6,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCC[N+](CCCCCCCCCC)CCOP(=O)([O-])OCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
52,12A1P6,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)CCOP(=O)([O-])OCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
53,9A1P7,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCC[N+](CCCCCCCC)CCOP(=O)([O-])OCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
54,10A1P7,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCC[N+](CCCCCCCCCC)CCOP(=O)([O-])OCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
55,11A1P7,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCC[N+](CCCCCCCCCCC)CCOP(=O)([O-])OCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
56,12A1P8,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)CCOP(=O)([O-])OCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
57,7A1P11,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)CCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
58,8A1P11,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)CCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
59,9A1P12,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
60,12A1P12,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
61,9A1P13,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
62,11A1P13,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)CCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
63,11A1P14,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)CCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
64,12A1P14,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
65,11A1P15,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)CCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
66,11A1P16,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCC)CCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
67,12A1P16,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
68,15A1P12,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
69,19A2P9,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCOP(=O)([O-])OCC[NH2+]CCOCCOCC[NH2+]CCOP(=O)([O-])OCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
70,25A3P9,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCNCCCC[NH+](CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCC)CCOP(=O)([O-])OCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
71,27A3P10,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN(CC[NH2+]CCOP(=O)([O-])OCCCCCCCCCC)CC[NH2+]CCOP(=O)([O-])OCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
72,24A4P10,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCCCOP(=O)([O-])OCC[NH2+]CC[NH+](CCOP(=O)([O-])OCCCCCCCCCC)CC[NH+](CC[NH2+]CCOP(=O)([O-])OCCCCCCCCCC)CCOP(=O)([O-])OCCCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
73,28A5P8,MDOA,cholesterol,DMG-PEG2000,\,,None,,CCCCCCCCOP(=O)([O-])OCC[NH2+]CC[NH+](CCOP(=O)([O-])OCCCCCCCC)CC[NH+](CCOP(=O)([O-])OCCCCCCCC)CC[NH+](CC[NH2+]CCOP(=O)([O-])OCCCCCCCC)CCOP(=O)([O-])OCCCCCCCC,CCCCCCCCCCCCCCCCCCN(C)CCCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,29.1,34.9,34.9,1.1,0
74,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Liver,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,23.8,23.8,47.6,4.8,0
75,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,11.9,11.9,23.8,2.4,50
76,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Liver,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,22.6,22.6,45.2,4.5,5
77,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Spleen,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,21.4,21.4,42.9,4.3,10
78,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Spleen,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,20.2,20.2,40.5,4,15
79,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,16.7,16.7,33.3,3.3,30
80,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,14.3,14.3,28.6,2.9,40
81,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,9.5,9.5,19,1.9,60
82,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,7.1,7.1,14.3,1.4,70
83,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,4.8,4.8,9.5,1,80
84,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,Lung,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,2.4,2.4,4.8,0.5,90
85,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DOTAP,,None,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,,,,0,0,0,0,100
86,5A2-SC8,DOPE,cholesterol,DMG-PEG2000,DDAB,,Spleen,,CCCCCCCCSCC(C)C(=O)OCCOC(=O)CCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCNCCN(CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC)CCC(=O)OCCOC(=O)C(C)CSCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],,,,22.6,22.6,45.2,4.5,5
